"","V1","V2","V3","V4"
"909",97872.2250587242,96125.291573612,100254.077211931,99148.8528681889
"910",90579.5887573676,121384.718013487,99870.121736616,103218.413701142
"911",90802.4466104266,100518.71786277,109735.03796662,110558.071824283
"912",107763.446026408,100820.949460684,98043.232753905,104158.061109753
"913",115313.142143905,87241.7744877081,96255.1129357717,94725.0413840853
"914",81795.7241463218,111589.141925042,108495.413806526,111968.062910821
"915",97846.4217201129,121418.031637494,87794.0773757857,114403.984327757
"916",112674.698001021,110182.35815743,93486.3251832242,100815.919061903
"917",93302.3587162268,99220.8665303099,124039.496570247,103074.45488398
"918",106064.953997857,112035.649023364,105022.819357936,115410.529414448
"919",83549.6358467361,115513.89629926,105878.234765308,93976.8973784122
"920",93019.66923693,105625.927050398,91043.9797023806,90082.7923047669
"921",99493.8736831296,101572.950684505,86607.0973653022,107305.977194328
"922",122294.376055005,102897.975974742,100018.964775076,93828.0951066068
"923",102479.308052709,86932.9987905041,107769.335461568,124085.590186267
"924",100922.277483689,116723.36449193,82997.7890492283,91626.5305844725
"925",102078.569316475,116523.634883788,104261.030754856,86011.6267080538
"926",112751.071157188,98755.804920023,99410.8835485569,97588.8551556821
"927",112059.47918495,99619.9147077613,110365.891848828,111438.10292415
"928",122989.786492801,110393.730859591,106278.214585069,111967.143266223
"929",128057.818505415,95412.2612360933,110246.620491019,98371.5805394008
"930",118651.623357727,114509.10089326,93275.1128863087,111039.496879273
"931",106429.790408753,99872.5034617837,109783.29703856,85716.1881570627
"932",105085.896262253,118908.679784694,94222.9084749216,112993.937052372
"933",110890.69205092,100585.731240603,93581.1583511933,106504.069386778
"934",121292.552541158,113312.619903629,101629.965322106,79896.9186282065
"935",103439.241196739,94978.6889781281,107833.170696751,90625.8457939905
"936",132690.548738925,100592.923764213,103047.479421216,104304.552236464
"937",107901.231224013,80812.4143790855,103171.995543579,85121.0286784741
"938",98051.8065351406,102747.618583758,99728.7274905376,119725.209754414
"939",92769.4640775104,118936.55904162,101132.496458618,100566.083403533
"940",106329.987546253,103887.67467947,90548.102887975,102624.661743234
"941",101307.13457476,98300.7564996788,107709.850572803,108279.876274959
"942",107062.956755581,102039.129743732,102944.702960784,103042.304543773
"943",122714.217567368,101076.284898655,125345.619204205,109459.61380557
"944",98642.7660386984,107700.971761633,111145.233826104,99751.8256130371
"945",95607.7151431582,128564.143680788,88425.0316732157,119475.462860541
"946",103126.85734588,98369.5215102816,105637.169946384,92091.1124486917
"947",110916.174130156,107054.808799153,114452.550242681,120886.354212866
"948",110357.810168757,107853.227003222,90034.1318413352,112377.838246096
"949",98888.8344898637,86043.4163523099,89360.5637218894,108340.76718559
"950",113131.17135317,94098.0564330981,109943.787607957,110540.457066185
"951",107395.699720335,97918.1724678811,93573.5629996477,97805.3493140908
"952",107867.129831781,121064.157350049,102377.754833097,104001.549145353
"953",118770.336041648,117695.818632426,102227.394781293,107805.579020392
"954",107244.162867426,98687.2885308333,101437.360843903,85362.2134831323
"955",90692.6442324768,115652.224736099,101087.375859143,125593.962051103
"956",109078.529417849,86413.6141103198,96956.3542922131,107558.287593528
"957",106220.376513031,90686.6673574141,103649.057011269,103083.36060823
"958",104563.33463835,87535.5753159458,104872.788513395,104227.785086634
"959",106765.348620722,94564.4962509533,108392.799449998,97471.8363744147
"960",101070.043863053,98131.4295841774,108510.727887831,97622.7928999374
"961",120836.311670803,109757.940855118,109247.97050751,116842.876619942
"962",110356.295001947,91975.7536404307,115767.038742132,89995.9015835273
"963",113024.664598613,100617.970032426,92105.2360983659,106889.580198473
"964",100236.905388666,102254.466038948,108956.190307251,86490.976940882
"965",123179.422839466,92824.3902961915,110874.083458695,112557.00959282
"966",134937.098395667,106999.954356178,94690.5354739658,101673.219359268
"967",94289.6193985666,85093.8716920654,111300.03206921,94291.4993364637
"968",118764.136479296,100156.264346559,116727.22847923,111136.871027791
"969",97912.4004283539,104355.832642208,86729.8388749472,88692.7626592591
"970",89529.0797375091,95001.0384449937,104329.659080312,86512.4850188987
"971",89349.0900708166,92853.2078980484,107635.935053023,83334.4223017711
"972",113345.94603925,103074.52243626,109236.762948873,100817.649194848
"973",98444.6590676433,97377.2977166465,131594.48486669,90581.2616832479
"974",91054.0681553041,85834.0699011628,93561.9953368373,112712.856237351
"975",100429.182671811,107225.998648514,111460.740851632,105813.551868236
"976",120564.362211174,85996.1841521123,103461.648975044,126711.498215771
"977",136513.849306,87063.8476666311,100132.379542626,108694.180249814
"978",71578.9220040634,113523.801484649,122207.732470588,83291.3581467426
"979",126265.264314233,106922.260630743,87982.5885236209,105774.357114077
"980",91754.4623218713,109111.073637389,101796.40492788,91583.50794339
"981",97322.0857506381,104001.112832328,94873.9903435788,86566.4920592508
"982",130570.633683294,109036.164451195,94071.4444555723,110696.405598491
"983",111596.535362074,100769.816491109,107989.634392683,93237.8183605709
"984",128089.452508341,107380.733173962,124292.631188331,89508.5664235099
"985",88325.382318385,95024.5899115806,94957.4031067729,106847.18535722
"986",85870.7406977943,96804.5568953374,99921.2163510401,103064.415897463
"987",91390.291941405,98155.6450989623,121384.782788212,110834.850755771
"988",131963.737797719,105696.488277382,90144.6717650721,104803.138013995
"989",106973.635165935,118475.78584658,105705.423868438,108488.660978112
"990",119293.947309927,96470.4760555096,96396.5690449045,101857.974005967
"991",94906.0385792735,104011.659299187,93491.7750992335,101551.164340975
"992",108175.039857861,100557.50279139,113617.111220604,96020.3201539639
"993",101823.554163932,125123.698049553,122937.027337711,96573.537111166
"994",102642.898005883,116482.619569196,97790.5242896617,108782.301520963
"995",119286.555493556,104720.130572809,84198.9913544892,122126.37338199
"996",111198.679872339,103825.779835797,111543.752897989,126700.541922879
"997",121662.149691786,94809.0059037241,101767.781529501,95933.4162391687
"998",118227.237278006,100988.658204245,105040.894722668,101536.125672514
"999",107227.476563623,118062.810151765,101225.735570595,132147.425891501
"1000",109533.674110263,107992.062506327,117098.220250821,107120.056033095
"1001",99238.4587293963,103902.366565672,91867.8482818366,119132.805643655
"1002",114064.197671563,99591.0318288999,100688.848811015,107888.600076505
"1003",88992.8301258113,110720.835164768,106111.100673179,108992.245443436
"1004",98953.5068402341,99957.8475682464,93449.426962967,81794.6827637228
"1005",113545.370777058,78718.3200967395,96636.1285723736,118716.538567369
"1006",112914.006876359,99804.7545913363,90187.7983231839,95559.6749672895
"1007",87004.0077853504,124807.103021315,121954.443777919,94294.6212671337
"1008",131357.36944797,90510.5842828151,131120.788927236,107874.926474099
"1009",111194.210135834,110234.766264871,109483.948555725,91961.2912594105
"1010",121952.667856551,109721.010086949,95199.9597665022,109528.673913137
"1011",86741.7169224412,115265.39454433,106548.202905994,115960.547019701
"1012",127074.505646568,93692.3087669232,108201.753504646,115543.607788819
"1013",128641.110230556,114338.470887551,98232.4595995185,102541.587526051
"1014",88433.5767583266,78291.8455841566,90300.5750434572,102976.533115147
"1015",100334.594423905,97163.7173662132,99473.4653284634,107657.886266122
"1016",112600.048035755,83976.7861806722,114532.753938966,91080.3049303527
"1017",88001.5845454245,106171.274701392,102454.91655986,115597.476352318
"1018",100293.683873038,85284.450892723,95008.2822401417,106553.493185512
"1019",105555.639221396,111806.524145065,83388.642829594,104999.164977687
"1020",98293.5502318721,96115.1165573536,86827.0206602312,109264.368059132
"1021",130158.685385164,107744.88041959,122264.828799331,123944.179270024
"1022",85831.560580502,75703.7373751045,113275.5115762,105369.474172641
"1023",113555.65596532,94153.7250189209,71930.3496987179,126348.349950762
"1024",94970.1217589306,88045.9589101508,93611.8320025181,96891.9809326628
"1025",112729.906281837,123023.992891522,94040.082244475,102581.078201326
"1026",108338.334080604,104092.040877423,126414.285623043,92860.9387359179
"1027",105730.724926868,98763.1440661627,97125.9731174702,107603.130901232
"1028",119422.05260075,110909.85721336,109185.57621056,91716.3982196657
"1029",97262.7089324345,108798.440032045,103835.136372558,96553.7614780549
"1030",113154.518895024,108700.155788032,105890.957802921,100243.480954043
"1031",115253.127741941,102481.236435278,102266.138746276,93811.5771166042
"1032",104119.492848119,102628.280693857,129720.352541995,102010.228155286
"1033",119626.968958901,104944.31263357,99109.5237761819,105674.873551878
"1034",109292.368804327,84506.941136531,98697.0894649324,110432.200067367
"1035",115013.851142794,90858.9595083777,105802.516889499,104375.777427491
"1036",89757.1489401961,109092.119323989,91327.6885935602,109479.408776536
"1037",82388.3362140677,101682.060348542,102520.840392505,97227.2175489385
"1038",93693.920421748,126759.524609028,96259.1004329305,104893.083790621
"1039",111200.668806613,115227.031990132,118881.007988288,117363.099461085
"1040",83707.0666960649,107568.556700997,120524.671473879,113380.749759921
"1041",91272.2298644825,96214.115675218,100629.337614543,104958.02104714
"1042",101431.241979078,97254.5272376222,85646.8014607638,104776.315693749
"1043",86850.9751098887,111074.440594631,114291.783276106,97923.2178097718
"1044",100678.521294151,93584.3323118035,96004.7961325455,100017.435300824
"1045",105403.232215427,101712.811245032,89929.4492590525,98803.1226165213
"1046",104937.031217966,75565.2986188818,89330.1114279592,109800.193257534
"1047",102352.487394363,79609.0964533739,90659.3051473834,102479.037283497
"1048",95849.3936442526,108649.282533398,109142.215560451,81989.4404916772
"1049",84903.272574675,126747.008417769,110452.431178216,97685.0817631223
"1050",101136.154541283,115687.282052819,94234.6449397785,118188.150423536
"1051",104849.318955801,115642.330207378,100534.739887694,95496.552065563
"1052",137132.104707037,97726.5700966789,108493.353280014,96796.024183414
"1053",125821.387794192,92331.6793516826,121453.456160189,99923.4794840971
"1054",115083.05155249,92149.534553704,87163.6957573797,81810.0400377839
"1055",98176.4006746599,90466.4749334101,103941.767569417,119019.004801952
"1056",89174.1567226403,99774.277788323,105045.865856046,121419.475007291
"1057",106056.986336707,116237.513008231,101175.742203538,108969.021043925
"1058",108335.454510735,121927.269142685,92872.4611987253,111955.206745957
"1059",105640.126237728,96990.5500269077,126484.696890593,88075.3256595004
"1060",112214.934740348,110943.776894178,106586.986674647,99965.2165749866
"1061",112697.917415112,100491.289457105,101888.918465583,90709.6186398346
"1062",97773.4762942419,96346.8179352417,116430.155125155,97392.1949654765
"1063",120149.588706785,108780.902516112,97011.9298170401,95640.1284843521
"1064",108551.28794863,103602.645821454,91009.9345903457,110834.025467035
"1065",103609.338445307,113802.845778839,87710.8343175892,80713.7775153937
"1066",123958.235342659,93734.2846164329,106881.889507618,110650.630506402
"1067",110115.397150167,113918.740919559,97483.3709724101,93728.8153718479
"1068",97007.8850017132,87928.0269781455,106277.688917847,108868.868340612
"1069",98681.6945178197,118627.185487032,85586.4271463222,89436.533777013
"1070",91728.3046709587,93802.5654580377,94037.1384765404,117157.392289974
"1071",100721.027726513,115616.265965425,86834.8726038349,94831.7232438146
"1072",110983.647805745,109746.942316268,85602.8059161737,103437.591819592
"1073",98447.183569848,105952.694983967,111384.56161307,95956.4604535515
"1074",111875.506898617,101617.174000434,108623.30639442,96752.9843619852
"1075",128105.251453293,94180.5965926524,110228.851953666,100890.39967913
"1076",110999.30274575,93818.6217045969,109177.136946448,90295.9184949487
"1077",91385.155075947,112975.052473327,107939.553873307,113008.484666934
"1078",110792.487516906,107185.261989949,99609.5152314834,106009.313845466
"1079",96492.8095268683,100168.178574845,90005.2914939413,102989.516233289
"1080",107568.526603103,98625.1307576263,95880.7340581507,108219.623570384
"1081",103665.502169097,101851.104403292,86912.2070784658,106864.232766327
"1082",93775.8985648315,86064.5484475405,113774.99839319,98912.2346134478
"1083",108705.784089588,121798.167804479,94249.3251441672,103549.090352079
"1084",94705.8924113724,122014.404373234,102270.636153721,110258.178712178
"1085",106367.856026905,90318.5454001894,88444.8370878467,102175.712425165
"1086",107117.514290229,99776.654115178,111158.089583718,112359.632051853
"1087",103747.696663628,100108.480697062,98181.8785580704,98951.6079082928
"1088",117331.592569478,120776.465750903,113652.724197493,109901.666396935
"1089",108486.592175744,87078.4643242693,108565.309984517,107301.668036483
"1090",116533.368574923,92019.6372540114,96239.9706223752,103972.653179125
"1091",116198.413338991,98304.7996466475,93883.6840772039,106367.597269898
"1092",113296.181160317,116944.200208143,101353.533923031,100921.944850965
"1093",101883.289076663,99974.187796205,96088.3929009475,107615.975877679
"1094",114762.946281333,90817.6591976143,97593.3236118136,108205.736343634
"1095",94096.388291183,90299.7653796586,107681.956391615,111986.042649176
"1096",107341.466277302,96906.4195564295,101948.82664628,88999.7917078491
"1097",103218.332146657,93477.4335274898,87756.3710018782,110414.858579339
"1098",111371.2380369,108881.726011472,100444.501816783,115679.426129676
"1099",123247.434589043,112928.203616974,115304.324250493,99900.6776763423
"1100",115067.434193365,127004.320221895,91070.9115743064,112058.442550813
"1101",103641.293698224,108788.475316883,100800.593573644,89099.6190329706
"1102",104471.043490297,107068.031805062,116972.216379972,102028.502865688
"1103",99721.7522323249,120119.885425541,95500.2348914632,106430.883835128
"1104",112776.123922744,100105.572594708,109025.603007237,104453.372299783
"1105",119837.843827032,83857.5101187122,101956.465683056,87229.4909481612
"1106",117405.231547743,104361.124903769,100857.480713438,95938.6289095356
"1107",128017.309222466,91021.3774290767,112091.578081453,95201.5316919425
"1108",112309.81209908,104458.204339392,112407.403192358,87315.4321838373
"1109",104524.07492667,115752.309549936,94711.9569161263,93018.833588532
"1110",130303.4357025,90226.0369594779,104747.24324445,94159.7727984004
"1111",135369.067865914,120047.344632887,102686.21735098,95437.4053543522
"1112",123754.337229779,84405.3503020792,112067.624330351,89276.1521184535
"1113",93940.291181999,110021.348819101,86675.8218904297,109511.544090281
"1114",133207.077895524,113443.640638202,102724.682564258,89336.5623185039
"1115",106004.458671321,119790.680385317,105869.407899492,85163.4970528238
"1116",98536.8092667939,90374.0455436747,105434.852826739,104406.396541048
"1117",99199.1083858801,98027.3908757561,107103.578609931,100534.123942124
"1118",103808.261268573,116451.783028682,104366.276390519,99782.6182759169
"1119",107846.867922725,120816.156498728,109884.266331848,123024.702693742
"1120",106558.262802969,86032.1481601929,103806.705261022,112348.053529509
"1121",96903.5267070347,100556.210784969,109260.89056503,105892.335771289
"1122",91775.1720575083,99490.5400366756,99339.0902996371,115687.83328874
"1123",111458.023442126,97254.2849885909,82818.6621199928,98285.7657364735
"1124",127259.939440014,99139.5011146561,96796.9500174821,109065.524472781
"1125",107083.560450539,86525.6875698386,88316.7920113922,104710.991191694
"1126",109158.891780277,116385.100718712,105164.825186854,108908.970344567
"1127",105416.005310625,121474.698209541,117575.622847491,117422.568153544
"1128",112918.086856013,101234.617278968,96327.1605130925,107299.127641965
"1129",102428.293276261,98952.5282814128,101029.557468968,113430.532569875
"1130",104087.493928738,101655.898630167,95885.632699672,106321.337409249
"1131",109209.388073814,79934.010820476,103916.527157099,80521.7796851216
"1132",115118.821530163,98260.6532973925,104466.832585149,128031.159018724
"1133",105729.791056681,98778.8098056034,88489.3672380675,89513.5043323953
"1134",107626.573623697,98545.5696435893,91516.7930560179,119757.798951153
"1135",86006.6548295782,122838.754446922,98980.670821085,142674.743632986
"1136",97700.154727964,88286.5765596349,120289.348954137,103232.878878083
"1137",105739.056547471,99508.225741456,113541.004743691,114358.796107016
"1138",105616.318924795,124853.426049138,80819.4756589745,94069.6055466191
"1139",97145.9234853511,103808.697633321,93854.8870153717,112545.0403634
"1140",100032.206628456,102505.048071403,114782.794866644,85607.5331084054
"1141",92998.6085388173,111345.609149877,101040.900873281,102687.567541353
"1142",92788.9982470562,102093.260454445,104605.563787,116680.596900417
"1143",109491.679238526,128800.372643132,114565.436734554,125101.42073697
"1144",121375.559839097,85769.0248511178,102899.741545932,101265.766143021
"1145",95787.1095236283,104891.854273462,104075.88937034,102821.118993528
"1146",115080.060090097,104658.71954794,90190.6229106868,109201.858576188
"1147",116946.130270007,110337.571003673,92554.264721764,75363.1893446619
"1148",103091.82005708,79889.4940535647,102089.567767142,95358.0201987874
"1149",103462.254681445,99076.1624899053,100921.977369486,120946.912420182
"1150",114367.670450061,107184.9390316,79575.4160477692,103970.602062522
"1151",95842.0342520951,117725.073138549,99478.1953280859,119650.787293126
"1152",121568.203433219,92023.2886910718,118538.823216671,99878.8674854346
"1153",119344.442802939,121205.331021866,97890.0819043419,103984.927756827
"1154",95619.3536234631,118476.308698336,106016.192887263,116813.866333222
"1155",113986.231471797,95486.7080286129,96254.7640329466,123246.626209378
"1156",102077.193403266,87463.4168209509,103090.942709887,79916.532445366
"1157",133033.243617018,100763.492541305,97529.2477485079,103538.574145987
"1158",109018.454887065,107518.349295316,97651.7954784815,87115.8445137452
"1159",104934.67926093,79938.1481269463,92145.2107449936,92467.8396508831
"1160",81844.607622173,115314.393166838,97534.8860816495,104729.107640647
"1161",109899.349783946,100192.979971082,102142.716778436,104365.126640327
"1162",100856.488300646,102844.429968957,97788.5415991534,107479.889667146
"1163",81696.7193410579,113509.268351439,117168.170015111,108217.96001748
"1164",104033.645737394,94586.5286458543,83237.5290861877,106713.300927058
"1165",100081.67239269,80392.0924916836,113281.320154862,99471.5183550713
"1166",111478.562134114,99537.7997672296,94066.5598931126,113661.785997301
"1167",93386.0522346833,96008.2422161745,107315.424605205,109877.909021163
"1168",127809.279378198,102370.170954076,99631.5603686814,111851.823091032
"1169",111634.446063114,99979.610738353,102984.829955665,115975.938579541
"1170",104202.45064416,89705.5297159584,97370.0269990927,104842.664158713
"1171",128043.386493536,97125.8341531562,112738.630981109,100712.202786941
"1172",111450.773872003,96469.8699824956,106417.168877123,103195.02142879
"1173",109897.858234526,121574.947179313,116267.471861936,107345.902453363
"1174",100125.056409063,129990.748126065,90916.7348546947,113140.226587867
"1175",117057.17102047,101077.164889103,118914.111052088,106709.55674041
"1176",111789.871422134,120598.806030106,107793.219240617,127056.701057051
"1177",93724.8126863393,100879.401592797,96803.2377779173,120255.111705448
"1178",91728.3352522482,102132.565683113,88999.3612705876,97629.6992411339
"1179",109644.999813718,98006.5860507706,104898.759765865,105537.210403163
"1180",106319.987906976,114722.060562533,110937.595307989,107958.179172593
"1181",99374.3904327772,109106.935296472,119693.532996314,88647.1992894936
"1182",135662.124907468,99908.3838211319,108955.460933512,111715.980153607
"1183",114650.614303814,114524.288428464,95373.1398816996,103449.332660611
"1184",119196.865401377,88498.9910847092,98702.2883597523,103018.664707155
"1185",109944.086074253,122165.319238823,118337.035527626,104092.763112009
"1186",107765.902671455,106418.105977956,97824.4741765377,118413.270033845
"1187",102262.080903645,100494.269936152,108795.611557305,100659.106030835
"1188",105413.127070636,94914.9238185153,119726.663925155,85406.3746590247
"1189",116235.87767957,107035.529932384,101164.761060333,93352.4204247571
"1190",93004.1559955622,101900.553478688,91692.832885135,89858.9681216821
"1191",88550.4208602118,96162.9306580244,103649.737784656,122950.91938119
"1192",102137.296057233,106903.025177024,122678.621753365,87758.7364546097
"1193",110778.244495881,111319.098150333,78453.6043965943,101686.838924901
"1194",95823.7563959735,115770.539130762,86997.2211512603,106084.042371016
"1195",111889.220657013,100256.784767479,118394.327484352,86948.3313627063
"1196",92317.2702756209,99806.782504554,105665.548236501,108440.712855406
"1197",105728.827251753,98076.8462055828,135018.760557397,103050.734353623
"1198",116730.044186157,83929.8147267094,84199.5203634905,86157.797683022
"1199",108917.052605223,115159.076657596,96767.7837672093,85722.3951156905
"1200",94702.725493498,94420.0075222297,101834.347750265,96191.8140250454
"1201",112291.225731021,76980.8315377336,104784.257765526,100579.770752361
"1202",98172.6849391973,111284.281329992,94710.6123272998,104345.352678293
"1203",121680.28457581,103741.195714767,96444.9781600507,97156.2542258455
"1204",99679.4994892496,120178.828139338,98026.4005246786,120231.86606143
"1205",122223.714525664,105078.865029603,102475.479417616,111430.450226623
"1206",120342.233482649,85975.4352360246,94815.1124654275,112589.066028557
"1207",104799.11207126,99351.3692542642,122654.588738236,94732.2230612726
"1208",89263.9904550606,97962.8380937463,94949.2759581852,116273.572966223
"1209",132222.208981627,95349.166676202,116724.414481702,98093.6651903092
"1210",98086.9105643858,114217.390849795,101297.594918165,120670.830460772
"1211",111844.855205395,105157.203939843,98765.6391892671,110015.532549679
"1212",114010.579479838,87946.0656403347,110097.100848318,109986.379018748
"1213",94137.2827693082,89967.6768541686,108964.045719779,98041.0711112742
"1214",113981.995979788,96921.7035785076,121234.263892954,109013.505068873
"1215",115711.127953099,96825.3193527216,102578.228907852,106970.381425388
"1216",117428.028972245,98327.8462138653,91221.7651481008,116051.885184255
"1217",106091.923348769,98503.9122485232,114826.209672488,118192.868265672
"1218",124603.306327639,122270.155837903,107857.346578797,112824.876087734
"1219",124402.127518774,112868.255719751,99798.0661482969,103370.967881653
"1220",102945.076286196,103029.309686803,96048.7855770209,108098.236889251
"1221",95304.4265945627,108005.757366832,85890.9073981624,111556.57162667
"1222",96786.9526028546,96815.6277529893,107557.311945639,95275.182453102
"1223",107177.909877454,86242.1129069579,118312.867797847,101593.253191688
"1224",100288.973907779,101550.043361143,115784.788357006,97408.427022775
"1225",112613.993103752,101005.980554991,97227.5346738386,88392.4566961738
"1226",113374.688243395,115901.20975825,85951.1453286999,102537.982811633
"1227",115522.836900011,82014.923890162,114646.665708377,90448.0199824762
"1228",108260.418699011,102491.562231825,120852.133557102,102052.352442303
"1229",90701.6195752558,107140.789074713,76142.5096743022,96426.0060557254
"1230",91092.7021230855,87022.3403552443,112272.930876499,109252.523719177
"1231",100815.932612577,98254.8038103512,94423.2099903642,100881.669195992
"1232",121908.358595242,118290.766901755,103995.963589602,114922.153628875
"1233",102237.248993751,112452.397532311,82233.1552054403,106857.444470035
"1234",90868.579597851,81465.3957464093,117396.271162749,83367.3812094337
"1235",116161.795893875,103980.388966539,103194.768956373,80928.5938714797
"1236",80283.4030012053,99713.7915880549,85416.9252782512,101269.014648107
"1237",110558.97007646,84673.7787215397,90805.6378744245,119531.647241802
"1238",123303.073289279,105113.043018437,106327.217912181,97519.4239860935
"1239",99749.9793437891,105882.094014427,92053.0252716351,103660.989827041
"1240",107109.050600059,80144.5158804024,93322.4782969124,103731.209263721
"1241",103194.165284965,103065.00101105,101844.132122661,90179.0772533368
"1242",107545.295160037,102685.596667711,98825.3957093176,86088.9368555063
"1243",103155.413807797,86917.0054677133,109973.199633435,94047.5771170787
"1244",117832.873728541,108078.211747036,87132.0593454263,95477.3693934703
"1245",108136.437534594,109490.471119057,99897.8679550871,95048.7230053059
"1246",120161.652840989,119230.021312467,99327.639733292,111202.728119765
"1247",114490.402341985,103946.053588003,93193.150421902,92921.1349473951
"1248",123257.511906635,97444.8831956417,87245.8391865761,119640.470399885
"1249",108538.929654429,108286.022986389,128909.499792762,94005.9891642078
"1250",131071.893843938,101088.846652433,113594.926444612,116916.403764316
"1251",98131.8969913531,96096.457225271,102396.843718728,96949.0895640045
"1252",91304.217956247,108772.933176201,105942.058352202,100929.373129636
"1253",96768.1439130358,103898.111550152,99117.2591179583,120933.685973225
"1254",86887.656549073,94974.5472143684,104174.071260534,105997.466166634
"1255",120200.397129661,97274.5650094236,97544.3496689502,102318.125384747
"1256",95243.497530441,116047.997395199,98359.0740602389,84523.1158521156
"1257",109670.372459004,108350.778391529,87585.9028278603,113678.874189637
"1258",122530.459977038,114159.395305084,92621.7980155893,101057.973670096
"1259",99889.9696244413,92520.2895726446,99593.6034871965,96885.3170247137
"1260",105330.011542915,109360.756646918,104682.484700974,103356.648908649
"1261",120405.163194877,78050.0846881359,104933.754009651,102871.436824464
"1262",116543.258482077,88181.5016209192,108070.064072902,90047.0204305823
"1263",111236.058072939,83100.3728796265,101888.806806871,95795.2584925004
"1264",118007.129569243,109378.900727181,127937.854682643,102481.892057385
"1265",106650.99919871,98471.4278015104,120579.619266949,96973.3705958102
"1266",110721.956972004,117533.128741792,105276.697655093,92645.8858687719
"1267",101902.444063984,112342.430050617,101939.639114051,92337.3697558592
"1268",104719.939360335,102934.050665035,99441.1613380671,91070.557720122
"1269",127654.014476782,131971.918581367,97470.293372039,111882.548734633
"1270",86576.2374869541,101754.741495026,105517.729684431,97666.3344735874
"1271",114526.122528065,80575.1598202976,101296.648446922,106116.055293183
"1272",107853.19925376,111222.85283121,128054.422965063,133415.519017623
"1273",100203.826313579,105583.241819713,104761.019837433,115412.774495915
"1274",109359.630324542,125020.285462343,85644.9437208636,99119.1861900505
"1275",91173.656452368,93944.0493192943,85447.1310938291,115193.679130353
"1276",92147.5035140046,105153.803424831,115649.266801571,111400.175141342
"1277",94613.5644397014,109472.452101074,111495.989586431,102665.480289871
"1278",98113.2556813027,92807.5195419838,100873.348049533,103226.795723606
"1279",104492.604589078,85769.3110398677,98195.1400506922,101967.877427494
"1280",95016.2784065735,97098.5917603666,106316.014963841,83256.7741377488
"1281",105784.056248964,91504.9642510938,95981.927475558,88130.3132481356
"1282",111680.159512701,90016.6138951311,92243.7549765641,90056.3088813965
"1283",110099.005207204,104853.113333017,87142.0221553973,112726.524373208
"1284",116119.41032659,91240.3323588658,100682.710466231,105133.133353488
"1285",130348.473898678,92132.4824768564,98857.0358892094,109229.606296844
"1286",96035.3540271212,94179.3097845215,92517.6455253228,100722.527384486
"1287",106195.336238096,100156.320247546,100585.643494191,97340.5141551342
"1288",107401.119449633,103804.662779728,98312.9626888472,105481.372187551
"1289",98445.092601739,91887.6435435096,95235.1155773841,95297.3601826691
"1290",112515.458492642,99192.8602670002,91456.3971397631,91870.0490996132
"1291",109718.562123725,98871.1158990375,107609.762341096,113453.505352792
"1292",103737.477189656,89964.6591260252,88802.3789085082,108312.962517724
"1293",107172.367477361,108561.240473899,100153.093280008,113307.460138241
"1294",99527.8104106167,117817.723554622,95757.1958639126,105579.087717163
"1295",113389.727076243,106458.065404782,95239.7143398648,121128.852001682
"1296",106963.845346692,93565.367748071,109877.269093954,96016.0070749122
"1297",119890.561585413,99977.1948875397,95787.3968043696,89769.5535344129
"1298",108617.938058099,85031.2225494958,96000.5342811123,115019.777460997
"1299",115500.636070122,78438.6221476114,101606.371837889,111100.723259697
"1300",91171.7507219256,119052.975380771,97042.3149854288,101355.561923713
"1301",95179.2436689348,114459.306371925,79814.4806852585,107765.277287912
"1302",95749.2324035115,128009.88633586,96479.6792780239,103800.536753065
"1303",96030.954965495,99655.1318561764,103312.362622889,105914.239041911
"1304",104067.588897018,101682.939940361,93845.6731640838,102753.873001285
"1305",121858.501278271,88644.8903611051,100422.531793366,95154.6287396391
"1306",100677.376039215,107173.97244515,103188.994200828,116643.05517042
"1307",120573.889241676,109077.686823149,109837.250994392,97831.2115072177
"1308",104427.610507687,123324.434334983,109032.434797153,100606.822611679
"1309",108813.779916392,84438.8862076731,101453.749176095,92386.5783321861
"1310",104584.141183419,89893.446106963,97263.3771429583,103175.02660863
"1311",99251.6940472128,85454.5818837589,86024.5731732265,120216.352828759
"1312",116910.936302397,90749.3220795058,102999.893403788,108642.944311751
"1313",108577.931010346,96191.3291816425,90205.7896852459,110137.600384191
"1314",93212.7330695145,91447.0958903166,98161.1501403323,115022.908425717
"1315",109428.132847184,93315.0964471173,114941.031121872,105662.018339537
"1316",111525.968005834,106144.620970953,93177.8334047232,98633.7654954044
"1317",98637.4888158222,92743.3949410673,125093.430094002,108562.183707307
"1318",114493.22526897,96771.6701711195,77105.4649249111,92988.7602124524
"1319",113369.169639959,116785.321564356,123216.050592704,109189.347966678
"1320",94414.2489251726,95107.004882155,117190.55301541,109099.742212693
"1321",119243.092536601,102435.099772575,101960.495815407,106754.879806119
"1322",94670.9580962818,120265.417378008,97186.5089575952,105667.577809824
"1323",111028.245516602,109402.439906255,116310.103743181,131710.951719995
"1324",100805.855727882,85508.3356445071,121386.096179909,114230.435133528
"1325",95464.2506537235,99371.7480699454,94641.263543458,93075.7050290834
"1326",107272.693339174,100230.966131902,99024.8842349572,94910.8430872757
"1327",109085.836987176,94639.0770880988,92835.8146859719,90832.4604523677
"1328",106935.021597802,96162.9400406913,97426.9930525462,94763.7412819406
"1329",111062.326481395,96689.3136283129,109461.728550578,86860.838911945
