"","V1","V2","V3","V4"
"257",84318.3532381718,103717.333371984,109464.752948229,113101.503042413
"258",122548.768111801,114364.921147199,124816.004080695,114413.34780553
"259",95764.4516627278,92723.9158964207,101396.533280642,96791.5786856371
"260",110393.202111636,104204.700853931,109507.345386148,101445.895244917
"261",115853.75353228,113910.591382307,89656.1951338242,115371.467671973
"262",116287.98291296,86941.582284511,96418.9801573524,111218.462894783
"263",83929.9080409204,104363.775545144,101120.463725235,105872.917997229
"264",125619.413554347,94374.7462133216,82821.0077247611,110534.813207289
"265",93089.0694195384,118284.34474351,108682.455244013,102514.498294127
"266",105099.28604824,109054.494043729,110725.224748895,107616.35002133
"267",106875.344050795,100438.013090462,108585.646174695,92298.329620719
"268",96004.2054847199,91321.6002549345,94658.6215655717,102197.713007297
"269",114395.882175951,88187.9846461582,108187.159972814,121815.190680602
"270",98311.5660784487,116226.113361968,86837.6214715673,104739.530907323
"271",130561.863351271,86426.4330081486,101503.39692525,98326.779322226
"272",98133.396982141,109615.093830788,100809.700743348,112174.114363129
"273",120667.346741486,101724.057225175,99788.9123174867,111058.806254223
"274",101139.945886651,106315.641172684,99169.8384253372,88222.7453642063
"275",124910.539396662,96686.2029452737,109633.174119279,82610.5091958152
"276",99808.2206024193,83557.6435849378,119460.553896567,109679.668534999
"277",114750.79419958,113441.592553179,97871.1746866555,117258.842409345
"278",93836.4252235356,90440.1794140879,99108.523334156,93511.3089284302
"279",151901.613385267,104015.542066238,105737.797428867,115435.957089856
"280",106490.070920719,103454.525300023,89784.1399284021,93371.8875938853
"281",100584.953598858,90582.0851883421,101427.425570172,90416.8251565505
"282",106663.510955838,92551.9534377727,89468.3925663804,107905.955372033
"283",107311.032327771,93150.2494411643,106496.374310293,97072.0181238724
"284",97307.0697396932,113284.510274003,104411.68360043,105696.078299091
"285",106024.827536031,107964.288146409,91605.1099155762,86038.9034593989
"286",111927.26026631,99537.738908044,102538.328488014,112077.087810925
"287",120158.768594938,114443.264766939,103114.267406722,105078.177637264
"288",77270.3249638346,96664.8707926994,99165.1291788811,112073.605070034
"289",130891.932469409,94345.8053052436,96582.6977666145,88864.9579665863
"290",123810.962112355,118348.209846838,103418.465977532,117096.575142798
"291",97071.3642721527,102776.475020428,84304.2887139081,105728.01909761
"292",103716.178233428,110329.248367288,82554.4550291069,112398.848734079
"293",96006.6539946266,83083.1333532851,102277.497024167,119820.465240187
"294",138337.468260319,98715.0067125101,107898.849153654,98295.4914504001
"295",100918.558018903,82746.4655069237,95869.1723639163,97151.1074924377
"296",99817.5671659225,103886.040833041,137044.762316585,101749.536189549
"297",124938.577209998,95550.1976749849,99532.7695740616,94082.545730657
"298",109363.132177335,111812.790544826,89535.4154604358,116880.502338326
"299",83134.3292021063,115129.618803217,111158.630233743,84326.0127140333
"300",114408.183305442,97881.2524034614,87320.7305702975,105705.061901686
"301",88401.5738398202,97249.6987324579,109336.188554543,99679.639691049
"302",102901.408413062,105680.848377915,108505.036910764,109599.724614537
"303",134173.819062263,114174.095047754,113323.222036466,118506.071916482
"304",105091.175105516,111637.120697657,103486.227984256,95948.091398854
"305",93064.9527778604,104175.852511647,107912.623070855,102308.505363897
"306",96154.5772582901,100481.50789744,108442.228591308,97746.2920634276
"307",101098.387509505,89213.273010293,96689.3690218365,102522.886914458
"308",122550.276179433,98203.9579478444,101450.934548939,91952.4624022535
"309",137736.107765254,94203.7768642834,82718.4941930877,96342.8285945457
"310",104212.208325016,97809.8721820014,109023.707210409,113012.118564192
"311",89272.3441965637,111119.139524376,82736.0538243428,74733.6070980666
"312",117850.447523262,98803.4522909799,88477.8433078664,98889.6142423806
"313",108336.459797917,98279.6453162113,95179.8381233894,94556.8113842107
"314",112465.757456454,110759.055218968,102257.886912729,113278.496268535
"315",111068.546475467,95141.2960849629,91382.14498439,129419.141415183
"316",99675.2668991708,94082.4674243558,85663.3335134611,99663.0454377811
"317",92501.2096725302,124681.866433764,95808.6981646649,107818.775547261
"318",105114.469499705,114853.583411441,109392.455453659,90215.9358249445
"319",112411.702968697,107802.465280915,95950.3058164724,111436.796944821
"320",96633.2706389154,125597.950635624,94989.9662325719,110978.435733539
"321",122828.20354895,103513.538492541,99590.4606566863,100874.023220608
"322",102473.66960607,96172.5407055625,114443.280446968,110174.880986534
"323",113785.238549038,115421.239947207,110706.332043761,107148.639232197
"324",101311.915104657,92500.7871717833,103736.987629419,109014.292180501
"325",115655.94232008,106733.574139398,112808.620579586,102600.40542242
"326",99620.7907085257,96581.4849239251,97489.0689772828,112935.183380849
"327",123537.277629426,118911.681392443,96215.2086713984,87467.9339676895
"328",106161.284995233,88456.7781879976,101071.836083815,87166.7751217396
"329",93289.4577170937,115063.434700724,120957.135819845,101872.65086868
"330",109540.897646406,107264.70734142,117570.494276963,99751.6924633883
"331",107287.592313956,108269.116394878,105039.231341997,104131.517685703
"332",113069.508346557,96742.8896097738,126555.38641589,98440.7644817641
"333",115748.29959091,99416.6702238701,113582.414570871,109381.157514596
"334",102943.902239186,102500.995141965,99267.1180033836,94930.3914246518
"335",103475.793478881,115425.184733213,94540.1826946652,97801.0904851748
"336",98862.1828420606,87081.2981209488,108328.845686788,114657.304419897
"337",95328.658093712,106940.408348101,95522.0753152426,97722.9644360937
"338",104416.026120763,93485.0435456018,103332.015582718,96843.9729726589
"339",120672.789098665,92103.8010104176,115414.881338197,100597.034688191
"340",137265.177180349,113364.370993938,82947.6568873286,87121.5872005584
"341",119634.36702125,102454.63059638,99767.2626713235,96271.8680305851
"342",113937.423184727,94876.0299356445,101961.75571587,97308.3029824501
"343",123641.759794416,98185.6687300399,93594.0487050441,122216.708342845
"344",130463.985766222,104056.298573433,109228.690749154,101963.01065873
"345",117512.793050607,91561.1058023473,97421.9339669571,101926.752333318
"346",136049.740796729,88777.4448894336,113178.252126499,81353.9551203183
"347",108645.783880151,102018.069753423,94532.7367631646,106457.711357857
"348",87629.8318198924,95748.7659841167,101893.870298808,109784.01613641
"349",86342.9407057537,111505.219035231,99490.1278692412,108698.780970334
"350",108295.14102059,110060.548733016,94321.3626575399,100490.082442826
"351",100175.454348299,94689.0440206099,82018.7274456155,87562.6797914627
"352",115898.84006521,100765.253294398,111831.42961846,87970.9841866737
"353",119343.473569177,101621.385944001,100894.622633333,117258.087482076
"354",96114.9864662294,94337.0768590435,97502.8472652541,106900.277056001
"355",93520.9117660532,132924.577036822,93224.500813455,78278.7128827366
"356",104253.525928075,97098.1878120709,104559.895400701,99661.1933166914
"357",111629.858626514,104501.159659415,91866.3108371058,98924.7866330501
"358",128242.772419427,116816.484422234,89507.4556216217,130264.009212145
"359",83827.8294394355,111061.785413125,131534.427712774,115486.737249658
"360",131012.636406122,97402.4624509883,107475.47819699,105707.582267764
"361",109840.906386063,99667.4485711057,108707.578691563,104676.614634357
"362",103569.260831776,79105.1402237573,112982.324930288,100883.260455121
"363",101151.238004669,101814.989637579,116129.846678938,96943.7546457848
"364",84872.1647532232,101900.582359311,97115.7397394507,111922.583916021
"365",91684.1355604772,96419.2095202667,110728.26511043,104556.907000781
"366",93281.8787669893,109981.184089649,95580.1765268351,103652.486616749
"367",122044.406575934,100863.036321886,95515.6082384466,104287.739447884
"368",121992.689205435,115196.963338926,96675.8470718918,132934.92258705
"369",95707.3623466554,94089.9588340659,132981.195995319,114466.391081098
"370",79025.8938306644,99369.957733624,85255.6001798199,105903.666951471
"371",110885.429875867,90845.8858343263,81616.282638688,98521.5467404375
"372",114437.145673845,110681.758879934,92182.0270352643,108462.638927897
"373",102182.673942962,107527.256521634,102876.67907267,95647.3975576836
"374",83179.2208092201,119348.559728168,106554.418851432,85656.9852379015
"375",104362.45075384,82152.7785092351,97375.5157972573,101677.272966227
"376",107250.244359933,111799.328673112,100883.393137903,109238.638023486
"377",97847.8995303492,108111.478366516,121409.735146145,106185.643200441
"378",94410.2287692504,90331.0229750438,100781.406577193,104288.565722073
"379",109586.77046184,86505.3964533664,89725.3620592615,87120.4217325127
"380",103122.566334173,112389.254165173,99388.9579854935,91714.0081513933
"381",106694.383856481,115848.134068423,95820.4249189983,115440.598793461
"382",98570.7339364872,110763.523211044,136228.605479901,108396.049818649
"383",105163.204752697,127597.516355547,99913.5417619283,103666.848296107
"384",99009.0468155101,132871.310478256,100530.248081798,96491.6277532136
"385",119792.517958332,92734.945629256,107082.811397828,109268.841926423
"386",109951.378409442,106697.913849225,94042.8836636615,123229.89530911
"387",110486.710140628,81360.0506365302,121467.198192172,94624.5067175555
"388",108676.713983364,94479.6892245835,102124.717545129,104775.578607105
"389",103346.120314882,110583.382897363,103863.210480964,121373.924129142
"390",107193.085148466,103023.311707795,107247.852927397,99733.0571059353
"391",119687.457009473,91445.9489290612,102323.58259593,108449.922999783
"392",110263.739362064,107018.35264773,108735.300892014,129569.714767067
"393",99913.1978092666,113066.663617933,109503.13628761,108606.784003314
"394",102872.628025908,101775.510739229,93559.557980667,96407.0655788338
"395",119763.892285385,86698.748464042,90839.9844119711,124080.355069084
"396",106541.239372963,92891.2365212076,91979.0379611986,87724.1385245445
"397",93313.3970841325,119041.476864477,89561.0590697935,101113.601927866
"398",83213.1549923035,103575.867006428,76000.0825810351,121144.018286452
"399",93355.2594004965,93651.4879736426,102235.850963259,110063.107175438
"400",97752.8240091299,112784.20583328,110742.327396969,109058.258945826
"401",105385.383283481,107366.816397353,105175.693595751,112318.926415197
"402",97549.8110467201,117868.661763285,103931.264129165,107673.943248149
"403",90574.3986246866,88061.0031367769,103975.633778102,106304.576256723
"404",107447.514317978,101571.091986408,98829.5365865016,99973.6396213095
"405",94903.9348358359,122078.904205434,97273.2589121278,86584.8946384033
"406",104972.60638318,114929.614168701,110340.210378547,100183.907012592
"407",103364.750809385,93871.4814115707,100404.378868455,94873.6737457617
"408",102800.331954622,90091.6779589319,101158.427870363,106437.1214109
"409",103719.644451755,97091.4559074484,95185.3097932815,105981.604674053
"410",96726.5477384444,100474.783416801,98393.6761762275,103888.757286548
"411",116190.111606553,108252.516396261,104008.388091158,98075.2836717829
"412",105665.972262493,102003.006515835,99438.5144404002,135641.638289633
"413",104209.830581397,92204.7497738027,110853.180069422,115166.542423338
"414",97178.635141462,119087.506142686,95876.6294795185,110325.673220172
"415",89162.2886409857,98753.1337653986,107756.788129397,114142.405853969
"416",108931.001387264,100277.013871619,83486.612106863,114746.957470906
"417",122395.731571875,94937.8046540129,79483.0375054392,111605.870932869
"418",100648.126806396,114146.886889747,106776.554881125,106421.681864828
"419",101396.459302234,108479.69175063,127662.710357911,100424.948710405
"420",93347.3760021481,86201.4692666959,108830.984476049,97102.1581600517
"421",99426.8078084673,108233.549151183,82531.1445391598,107468.068640157
"422",94709.6979370776,128197.701068316,106225.691267491,112775.789841319
"423",103474.414852774,94040.1936812517,104000.031724128,110560.45486552
"424",105070.918197592,100142.188595203,93415.4111858587,101246.143661892
"425",95997.4040193146,107796.700773077,98018.5318732917,105524.264150205
"426",104973.959627145,107858.584966403,107845.782336161,109175.826981567
"427",92080.2822747752,109564.704498393,96129.351027218,102867.544441547
"428",97266.3264154701,111385.464449781,115606.049288393,119689.760945755
"429",94873.6627535281,114195.395797906,99818.6216480156,110703.2034679
